,speaker,text,segment,number_of_letters,number_of_words,speaker_type,speech_order,tape,network,show,show_date
138,HANNITY," And coming up, Wall Street Journal reporting that President Obama is, quote, ""furious with President Trump,"" but shouldn't it really be the other way around? We'll play you many of the nasty comments that Obama has said about Trump and get reaction from a Michelle Malkin next.          ",4,288.0,49.0,host,129.0,0,Fox News,Hannity,2017-03-08
139,,(COMMERCIAL BREAK),4,,,,,0,Fox News,Hannity,2017-03-08
140,HANNITY," Welcome back to ""Hannity."" So the Wall Street Journal reported today that President Obama is furious at President Trump. Shouldn't it be the other way around? The article also notes that Trump reached out to Obama after his inauguration to thank them for the handwritten note that Obama left and he never returned his call. The unreturned gesture is hardly surprising given the downright nasty things Obama said about Trump during the campaign season. Take a look.",5,465.0,78.0,host,130.0,0,Fox News,Hannity,2017-03-08
141,,(BEGIN VIDEO CLIPS),5,,,,,0,Fox News,Hannity,2017-03-08
142,THEN-PRESIDENT BARACK OBAMA," He's insecure enough that he pumps himself out by putting people down. He doesn't care much about the basic values that we try to impart to our kids. If your closest advisors don't trust you to tweet, how can you trust him with the nuclear codes? You can't do it. If you accept the support of Klan sympathizers before you are president, you will accept their support after your precedent.",5,389.0,71.0,guest,131.0,1,Fox News,Hannity,2017-03-08
143,,(END VIDEO CLIPS),5,,,,,1,Fox News,Hannity,2017-03-08
144,HANNITY," Joining us now with reaction, the host of ""Michelle Malkin Investigates"" on CRTV.com, Michelle Malkin. And starting today, by the way, new episodes of her program are available. You know, OK, so he supports the protesters, the snowflakes out there protesting, he said horrible things about on the campaign, doesn't return a phone call. If I'm Trump, I'm like who cares what he thinks at this point?",5,399.0,68.0,host,132.0,0,Fox News,Hannity,2017-03-08
145,,(LAUGHTER),5,,,,,0,Fox News,Hannity,2017-03-08
146,"MICHELLE MALKIN, HOST, ""MICHELLE MALKIN INVESTIGATES"""," That's how President Trump should feel about this nasty man who will not leave the beltway. But this is a lesson, unfortunately, that too many establishment Republicans have not learned over the years, and that is when Democrats pretend to give you an olive branch, they're not actually making a signal or gesture of working together. What they're going to do is snatch that olive branch back and beat you over the head with it because that's what Democrats do.",5,462.0,81.0,guest,133.0,0,Fox News,Hannity,2017-03-08
147,HANNITY," Isn't time, really, all these holdovers, there are over 500 people that need to be confirmed by the Senate, and we only got Ben Carson and Rick Perry last week. Isn't it time every Obama holdover needs to be shown the door? Because some of them in there I believe and as evidenced by John Solomon and Sara Carter in my opening segment of the show tonight, there are people in there that are sabotaging the current president because they agree with the old president. Don't they need to all go? Didn't Clinton do that when he became president?",5,543.0,100.0,host,134.0,0,Fox News,Hannity,2017-03-08
148,MALKIN," Absolutely he did, and they applied every ideological and partisan litmus test under the sun to do it. Why shouldn't the Trump administration play by the same rules? In fact in many cases there are. It's just going to take a long time. They've got to drain the swamp, and clean house in every crack and crevice of the federal bureaucracy. And of course it's most urgent and exigent in the Justice Department, the Department of Defense. And then you have to work your way all the way down to all of the domestic policy --",5,521.0,97.0,guest,135.0,0,Fox News,Hannity,2017-03-08
149,HANNITY," John Solomon and Sara Carter, these are respected journalists.  Solomon was with the AP for 20 years. And what do you make of what they discovered is that in fact there was a FISA surveillance in the weeks leading up to the election, and reporting now that there might have been a second warrant that was issued, non-FISA. I mean, a sitting president, and he said, well, I didn't order it. Did he know about it? Did his attorney general know about it? Did the people around him know about it? Any information shared with Hillary? And what was the reason for this? What was the justification? And did anybody think about the political ramifications? Did they see any of the internal political -- remember the political campaign was being run under the same email server. Did anyone think that maybe they shouldn't have access to that?",5,834.0,148.0,host,136.0,0,Fox News,Hannity,2017-03-08
150,MALKIN," Yes, right. Well, Solomon and Carter are both incredible journalists. They are doing the job that some of the lapdogs in the beltway media refuse to do under Obama. And of course it's the kind of muckraking that so many of these liberal journalists refuse to do until they woke up when Trump was sworn into office. And it certainly does lend itself. The more they dig and produce these kinds of scoops, circumstantial evidence of something that I know happened under the last eight years of the administration because I documented it so comprehensively in ""Culture of Corruption,"" and that is that this president, Obama, used every single lever of power in his reach to aggrandize himself and secure a permanent ruling majority for the Democrats. Why wouldn't they use the CIA?",5,778.0,134.0,guest,137.0,0,Fox News,Hannity,2017-03-08
151,HANNITY," They stomped all over the constitution. Nothing would surprise me. Michelle, congrats on the show, thanks for being with us.",5,125.0,21.0,host,138.0,0,Fox News,Hannity,2017-03-08
152,MALKIN, You bet.,5,9.0,3.0,guest,139.0,0,Fox News,Hannity,2017-03-08
153,HANNITY," When we come back, we need your help, an important ""Question of the Day,"" and some of the nasty messages you people are leaving for me about my hair, my tie, I'm fat.  ",5,169.0,35.0,host,140.0,0,Fox News,Hannity,2017-03-08
154,,(COMMERCIAL BREAK),5,,,,,0,Fox News,Hannity,2017-03-08
155,HANNITY," All right, time for tonight's ""Question of the Day."" Is it time for President Obama to start answering questions, come clean about what was going on during the 2016 election? Mr. Obama, what did you know? When did you know? Go to Facebook.com/SeanHannity, @SeanHannity on Twitter, let us know what you think. All right, time to play some of the messages you left for me on the ""Hannity"" hotline. Hit me with your best shot, all of you lefties out there. Go ahead.",6,464.0,84.0,host,141.0,0,Fox News,Hannity,2017-03-08
156,,(BEGIN VIDEO CLIP),6,,,,,0,Fox News,Hannity,2017-03-08
157,UNIDENTIFIED FEMALE," Hi, I'm Sarah from Florida, and I think Hannity is dead sexy.",6,62.0,13.0,guest,142.0,1,Fox News,Hannity,2017-03-08
158,UNIDENTIFIED MALE," I would like to extend an invitation to -- you can have a chance to beat up a liberal. I understand you don't like liberal very much. We can settle this in the octagon. I am not trained in martial arts. I don't have any training. I'm only 5'9"" 160, but I'd like to have a shot, a fair shot, at sweeping the leg and taking you down and making you tap out.",6,355.0,74.0,guest,143.0,1,Fox News,Hannity,2017-03-08
159,,(END VIDEO CLIP),6,,,,,1,Fox News,Hannity,2017-03-08
160,HANNITY," Really? No experience at all? I've only been training five years. And as might sensei says, I can really hurt people. But I'm a nice guy. We'll fight another day. Sexy? Oh, my gosh. HDTV is going to kill me. Not true.",6,218.0,43.0,host,144.0,0,Fox News,Hannity,2017-03-08
0,"SEAN HANNITY, HOST"," And welcome to ""Hannity."" In just a few moments, Laura Ingraham -- she'll join us. For weeks, we've been warning you about the deep state Obama holdover government bureaucrats who are hell-bent on destroying this president, President Trump. It's time for the Trump administration to begin to purge these saboteurs before it's too late. That's tonight's ‘Opening Monologue.’ Let's go back to 1861. President Abraham Lincoln -- he created, you know, a team of rivals, a so-called team of rivals, a cabinet of rivals, including adversaries that he ran against in the Republican primary. But while President Lincoln sought to unify his party through cabinet selections, he also executed an extensive government purge. He fired over 75 percent, nearly 1,200 people out of 1,500 bureaucrats that worked in the executive branch who President Lincoln feared could be disloyal. It's time now for President Trump to follow Abraham Lincoln's example and a fire anyone and everyone who is actively working against him in government. After all, even former president Bill Clinton -- he utilized this tactic back in 1993. He fired all 93 U.S. attorneys -- all of them. According to Conservative Review's Daniel Horowitz, sacking imposing government employees is best utilized at the start of an administration. He writes, quote, ‘Clinton easily fired all 93 U.S. attorneys on day one. Nobody blinked an eye. Yet when Bush's attorney general fired eight U.S. attorneys well into his second term, well, that became a national scandal.’ It's very important for President Trump to act right now and not just avoid outrage from the left -- that's not what this is about -- because he's got to end the leaks that are plaguing this administration. Major leaks, like the ones you see right there on your screen, started just five days after President Trump was sworn into office. The explosion of these leaks coincides with a New York Times report that says in his final weeks in office; President Obama revised executive order 12333 which allows the widespread sharing of this raw data collected by American intelligence agencies across 17 government agencies. That is an additional 16 agencies and their employees who in the final two weeks when Obama was in office, who gained access to top-secret intelligence that they never had access to before. We've been asking for weeks on this program, why did President Obama wait until the last minute to do this? And why didn't he apply this to himself for eight years? Congressman Duncan Hunter -- he's expressing serious concern about what we see playing out, and take a look at what he said earlier today.",1,2634.0,438.0,host,1.0,0,Fox News,Hannity,2017-03-09
