,speaker,text,segment,number_of_letters,number_of_words,speaker_type,speech_order,tape,network,show,show_date
134,INGRAHAM, That is deleterious to the separation of powers because maybe we rushed in before we had an attorney general and a solicitor general? Then you’re going to have precedent on the books that’s going to be a big albatross around the executive.,3,240.0,43.0,guest,115.0,0,Fox News,Fox News Sunday,2017-02-12
135,NEEDHAM, The American people are losing confidence in our nation’s institutions. That we have courts --,3,95.0,16.0,guest,116.0,0,Fox News,Fox News Sunday,2017-02-12
136,INGRAHAM, You didn’t answer the question. What if they lose at the court?,3,64.0,13.0,guest,117.0,0,Fox News,Fox News Sunday,2017-02-12
137,NEEDHAM, That have now decided that they want to -- it is urgent for our national security --,3,85.0,18.0,guest,118.0,0,Fox News,Fox News Sunday,2017-02-12
138,INGRAHAM," OK, so you’re not answering the question.",3,42.0,8.0,guest,119.0,0,Fox News,Fox News Sunday,2017-02-12
139,NEEDHAM, That it be reaffirmed that the executive branch for national security --,3,73.0,13.0,guest,120.0,0,Fox News,Fox News Sunday,2017-02-12
140,INGRAHAM," It will be a disastrous precedent. I clerked on the Second Circuit. The Second Circuit probably wouldn’t have done this. The Supreme Court, try to predict what Anthony Kennedy is going to do ono executive power. Good luck.",3,223.0,39.0,guest,121.0,0,Fox News,Fox News Sunday,2017-02-12
141,WALLACE,  Juan?,3,7.0,2.0,host,122.0,0,Fox News,Fox News Sunday,2017-02-12
142,"JUAN WILLIAMS, FOX NEWS POLITICAL ANALYST"," I don’t think there’s -- I don’t think there’s a -- the Ninth Circuit is to be demeaned here. I just -- I think that they made an argument, and specifically an argument that touches on the role. I think like green card, it wasn’t clear to the officials at the time that people with green cards would be allowed back in the country. Secondly, the suggestion that they don’t have a right to intervene, not only do we have a case involving President Bush, we have a case involving President Obama where the courts in Texas said that with regards to immigration the courts to have some right to look at potential damage to state interest or private interests in the --",3,665.0,124.0,guest,123.0,0,Fox News,Fox News Sunday,2017-02-12
143,NEEDHAM," I’m not saying they don’t have the right to intervene. I said that they got this case exactly wrong. And in their decision, they didn’t even cite the statute that Stephen Miller was talking about earlier. That is very clear that the Congress has legislatively granted the president of the United States the ability to restrict --",3,330.0,58.0,guest,124.0,0,Fox News,Fox News Sunday,2017-02-12
144,WILLIAMS," But the courts have a right to review, Michael.",3,48.0,10.0,guest,125.0,0,Fox News,Fox News Sunday,2017-02-12
145,NEEDHAM, But they got it wrong.,3,23.0,6.0,guest,126.0,0,Fox News,Fox News Sunday,2017-02-12
146,WILLIAMS, And that’s what they were asserting.,3,37.0,7.0,guest,127.0,0,Fox News,Fox News Sunday,2017-02-12
147,NEEDHAM, The Ninth Circuit Court has a record of getting things wrong. It’s probably the most overturned circuit in the (INAUDIBLE).,3,124.0,21.0,guest,128.0,0,Fox News,Fox News Sunday,2017-02-12
148,WILLIAMS," I don’t think they got it wrong, but they -- they have a right to intervene on this subject. It’s not the case -- yes, the president has the prerogative with regard to immigration, but it’s not beyond judicial review.",3,218.0,41.0,guest,129.0,0,Fox News,Fox News Sunday,2017-02-12
149,WALLACE,"  OK, we have -- we have one more minute here and I want to get into another subject I wanted to talk about, which is the case of the national security advisor, Michael Flynn. He denied that Sean Spicer, based on his assurances denied, Vice President Pence sitting at this table denied that he had talked to the Russian ambassador about sanctions. It now turns out, apparently from signal intelligence, that he did talk about it. Is he in trouble?",3,447.0,81.0,host,130.0,0,Fox News,Fox News Sunday,2017-02-12
150,PACE," I think that this week will be clarifying on whether he’s in trouble. You have to understand how many times this story has changed. First it was the dates of the calls that changed. Second it was the number of times that he spoke to the Russian ambassador that changed. Now we’re told that the content of the calls has changed. And the fact that the vice president went to Flynn -- and this has been backed up by the vice president’s aides -- went to Flynn and asked what happened in those calls and was told a story that may not be true, it’s hard to see how a national security advisor can continue on in that role if they’re giving incorrect information to the vice president of the United States.",3,701.0,133.0,guest,131.0,0,Fox News,Fox News Sunday,2017-02-12
151,WALLACE,"  Interestingly enough, apparently Flynn and the vice president on Friday met twice. So Flynn knows he’s in trouble with the vice president.",3,140.0,23.0,host,132.0,0,Fox News,Fox News Sunday,2017-02-12
152,PACE," And Flynn, presumably given his history at the Pentagon when he was running intelligence, knows that there are plenty of systems in place in the U.S. intelligence agencies to actually capture content of these types of calls. So somewhere these calls exist.",3,257.0,43.0,guest,133.0,0,Fox News,Fox News Sunday,2017-02-12
153,WALLACE,"  Oh, there’s no question. That transcript -- that transcript exists somewhere.",3,79.0,12.0,host,134.0,0,Fox News,Fox News Sunday,2017-02-12
154,PACE, Exactly.,3,9.0,2.0,guest,135.0,0,Fox News,Fox News Sunday,2017-02-12
155,WALLACE,  Anyway --,3,11.0,3.0,host,136.0,0,Fox News,Fox News Sunday,2017-02-12
156,WILLIAMS," I mean either he lied to them, or they’re lying for him. But in either case, somebody is covering up something.",3,112.0,22.0,guest,137.0,0,Fox News,Fox News Sunday,2017-02-12
157,INGRAHAM, Leaks. There’s a lot of leaks in this White House.,3,51.0,11.0,guest,138.0,0,Fox News,Fox News Sunday,2017-02-12
158,WILLIAMS," Well, no, ""The Washington Post"" said they had nine sources --",3,62.0,12.0,guest,139.0,0,Fox News,Fox News Sunday,2017-02-12
159,WALLACE,"  There are a lot of leaks. All right, guys, you’re taking -- you’re taking time from your up next segment. We have to take a break here. When we come back, the president backs top advisor Kellyanne Conway after she urges the public to go out and buy Ivanka Trump’s fashion line. Plus, what would you like to ask the panel about whether Conway crossed an ethical line? Just go to Facebook or Twitter @foxnewssunday and we may use your question on the air.",3,455.0,85.0,host,140.0,0,Fox News,Fox News Sunday,2017-02-12
160,,(COMMERCIAL BREAK),3,,,,,0,Fox News,Fox News Sunday,2017-02-12
161,,(BEGIN VIDEO CLIP),4,,,,,0,Fox News,Fox News Sunday,2017-02-12
162,"ELIZABETH WARREN, D-MASSACHUSETTS SENATOR", I ask leave of the Senate to continue my remarks.,4,50.0,11.0,guest,141.0,1,Fox News,Fox News Sunday,2017-02-12
163,UNIDENTIFIED MALE, Is there objection?,4,20.0,4.0,guest,142.0,1,Fox News,Fox News Sunday,2017-02-12
164,"MITCH MCCONNELL, R-KY, SENATE MAJORITY LEADER"," I object. She was warned. She was given an explanation. Nevertheless, she persisted.",4,85.0,14.0,guest,143.0,1,Fox News,Fox News Sunday,2017-02-12
165,,(END VIDEO CLIP),4,,,,,1,Fox News,Fox News Sunday,2017-02-12
166,WALLACE,"  Well, that happened this week. Democratic Senator Elizabeth Warren forced to stop participating in the debate over Jeff Sessions for attorney general after Senate Republicans voted she violated Senate rules by impugning Sessions’ character. And we’re back now with the panel. Michael, Senate Majority Leader Mitch McConnell is an extremely strategic politician. Do you think he was purposely trying to elevate Elizabeth Warren to make her the face of the Democratic opposition, or do you think he was just worn out and fed up with all the Democratic obstruction?",4,564.0,90.0,host,144.0,0,Fox News,Fox News Sunday,2017-02-12
167,NEEDHAM," Maybe. The Democrat opposition is in big trouble if Elizabeth Warren’s its face. I don't think anybody wants the regulations that she wants, the expansion of Obamacare. She doesn’t think it went far enough. That she wants the social liberalism that she has (ph). But I think he also is legitimately concerned about the complete breakdown of decorum that exists in this country. You did a segment at the end with Stephen Miller about President Trump and some of his tweets. Let's talk about the left. Ivanka Trump went to an exercise class in Washington, D.C., earlier this week, didn’t make a big deal of it, was just quietly trying to go and enjoy herself and the CEO of that exercise group decides she’s going to go on Facebook and grandstand about how much she didn’t want Ivanka Trump there. Ivanka Trump is trying to fly across the country with her family and left wing people -- a senior member of the Trump White House was in -- in a shopping store getting dresses with her bridesmaids and was attacked in the shopping store. There’s a complete breakdown. Look, nobody’s asking Chuck Schumer, hey, do you have the courage to stand up to these crazy people on -- on the left who are -- who are uncivilly and just unreasonably attacking people? Nobody’s asking Nancy Pelosi these questions. And so I think if we want to talk about Donald Trump’s tweets, I think if we want to talk about Kellyanne Conway and all this stuff, we should talk about the complete lack of respect and decorum that the left has and I think that starts with Elizabeth Warren, Chuck Schumer, Nancy Pelosi and the rest of them.",4,1606.0,288.0,guest,145.0,0,Fox News,Fox News Sunday,2017-02-12
